Country Name,Country Code,Year,average_value_CO2 emissions (kt)
Post-demographic dividend,PST,1997,11953881.1517884
French Polynesia,PYF,1981,330.03
Saudi Arabia,SAU,1973,95136.648
Saudi Arabia,SAU,1981,175491.619
Singapore,SGP,1961,2093.857
Sierra Leone,SLE,2009,550
San Marino,SMR,1997,
Serbia,SRB,1965,
Sub-Saharan Africa (excluding high income),SSA,1988,506749.025978428
South Sudan,SSD,2014,1530
Sao Tome and Principe,STP,1963,7.334
Seychelles,SYC,1988,198.018
Syrian Arab Republic,SYR,1967,4609.419
East Asia & Pacific (IDA & IBRD countries),TEA,1986,2353410.35662985
East Asia & Pacific (IDA & IBRD countries),TEA,2008,8230190
Togo,TGO,1965,132.012
Tajikistan,TJK,1985,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2002,1233220
Uganda,UGA,2013,4270
Ukraine,UKR,2008,301330
Uruguay,URY,1968,4884.444
British Virgin Islands,VGB,1988,66.006
World,WLD,2009,29253757.5061305
Samoa,WSM,1982,113.677
South Africa,ZAF,2000,284730
Africa Western and Central,AFW,1981,96889.474
Africa Western and Central,AFW,1984,101154.195
Albania,ALB,1996,1970
Albania,ALB,2011,5040
Andorra,AND,1988,
Azerbaijan,AZE,1985,
Bangladesh,BGD,1995,16550
Bangladesh,BGD,2018,82760
Belize,BLZ,1972,157.681
Belize,BLZ,1990,330
Bermuda,BMU,1964,201.685
Brunei Darussalam,BRN,2013,7020
Botswana,BWA,1978,832.409
"Congo, Dem. Rep.",COD,1972,3021.608
"Congo, Rep.",COG,1995,2930
Comoros,COM,2003,140
Cayman Islands,CYM,1961,11.001
Czech Republic,CZE,1968,
Djibouti,DJI,1994,330
Eritrea,ERI,1985,
Fragile and conflict affected situations,FCS,1965,147210.609905741
France,FRA,1999,375000
Faroe Islands,FRO,1963,124.678
Faroe Islands,FRO,2000,
"Micronesia, Fed. Sts.",FSM,1979,
Ghana,GHA,2020,
Grenada,GRD,2001,230
Heavily indebted poor countries (HIPC),HPC,1995,64980
IDA total,IDA,1987,406965.588682581
Indonesia,IDN,1978,93933.872
Ireland,IRL,1962,13120.526
"Iran, Islamic Rep.",IRN,2018,629290
Iraq,IRQ,1962,9031.821
Iraq,IRQ,1982,30623.117
Iceland,ISL,1970,1389.793
Jamaica,JAM,1993,8320
Jordan,JOR,1992,11920
Kazakhstan,KAZ,1965,
Kazakhstan,KAZ,1983,
Kyrgyz Republic,KGZ,1979,
Kiribati,KIR,1982,25.669
St. Kitts and Nevis,KNA,1963,18.335
"Korea, Rep.",KOR,1991,274040
Lao PDR,LAO,1980,187.017
St. Lucia,LCA,1972,77.007
Liechtenstein,LIE,1987,
Sri Lanka,LKA,1986,3703.67
Lesotho,LSO,2015,2230
Lithuania,LTU,2003,11230
Lithuania,LTU,2015,11070
Luxembourg,LUX,1974,14411.31
"Macao SAR, China",MAC,1989,1030.427
St. Martin (French part),MAF,2002,
Morocco,MAR,1961,3777.01
Middle income,MIC,2011,18693794.2482869
Mauritius,MUS,2013,3820
Malawi,MWI,1985,557.384
North America,NAC,1968,4136307.76516768
Nauru,NRU,1976,102.676
Portugal,PRT,2014,45930
Pacific island small states,PSS,2012,2410
French Polynesia,PYF,1978,311.695
French Polynesia,PYF,1996,
Romania,ROU,1992,125990
South Asia,SAS,1968,241537.616575278
Sierra Leone,SLE,1987,498.712
Togo,TGO,1986,707.731
Turkmenistan,TKM,1987,
Latin America & the Caribbean (IDA & IBRD countries),TLA,1965,332952.599
South Asia (IDA & IBRD),TSA,2014,2389180
Trinidad and Tobago,TTO,1961,4602.085
Trinidad and Tobago,TTO,1974,10051.247
Tunisia,TUN,1962,1796.83
Tuvalu,TUV,1982,
Tanzania,TZA,1985,2357.881
Uganda,UGA,1974,1195.442
Ukraine,UKR,1982,
Upper middle income,UMC,1992,6600999.18257894
Uruguay,URY,1974,5683.85
United States,USA,1973,4770194.948
St. Vincent and the Grenadines,VCT,1962,11.001
Virgin Islands (U.S.),VIR,1993,
Zambia,ZMB,1993,2520
Afghanistan,AFG,1963,707.731
Afghanistan,AFG,2015,7990
Albania,ALB,2018,5560
Armenia,ARM,2010,4340
Azerbaijan,AZE,1987,
Benin,BEN,1985,744.401
Bahrain,BHR,1975,5753.523
"Bahamas, The",BHS,1999,2230
"Bahamas, The",BHS,2009,6020
Bosnia and Herzegovina,BIH,1998,10760
Brazil,BRA,1965,56398.46
Barbados,BRB,1967,337.364
Switzerland,CHE,1976,40483.68
Chile,CHL,1961,14473.649
China,CHN,1983,1667029.201
"Congo, Rep.",COG,1976,1235.779
"Congo, Rep.",COG,1981,473.043
Comoros,COM,1981,47.671
Djibouti,DJI,1990,330
Europe & Central Asia (excluding high income),ECA,1960,2430300.25722629
Ecuador,ECU,1977,7484.347
Spain,ESP,2009,287490
Estonia,EST,1964,
Faroe Islands,FRO,1969,212.686
Gabon,GAB,1978,7561.354
United Kingdom,GBR,1961,588938.535
"Gambia, The",GMB,1980,157.681
Grenada,GRD,1980,47.671
Grenada,GRD,2020,
Greenland,GRL,2013,
Guatemala,GTM,1980,4510.41
Guam,GUM,2011,
Guyana,GUY,2014,2060
"Hong Kong SAR, China",HKG,1991,
Indonesia,IDN,1970,35822.923
Isle of Man,IMN,1969,
India,IND,1962,143467.708
Jordan,JOR,1961,979.089
Kiribati,KIR,1978,22.002
St. Kitts and Nevis,KNA,1992,150
Moldova,MDA,1996,10400
Mexico,MEX,1981,284529.864
Mali,MLI,1967,223.687
Mongolia,MNG,1980,6879.292
Northern Mariana Islands,MNP,1998,
Mozambique,MOZ,1979,2643.907
Mozambique,MOZ,2006,1860
Malaysia,MYS,1995,83880
Nigeria,NGA,2003,88680
Oman,OMN,1994,13810
Other small states,OSS,1965,21813.1247820137
Panama,PAN,2010,9190
Pre-demographic dividend,PRE,1982,151784.679783796
Puerto Rico,PRI,1972,
Puerto Rico,PRI,2013,
Portugal,PRT,2018,49780
Post-demographic dividend,PST,1990,11364605.3203623
Russian Federation,RUS,1994,1612870
Rwanda,RWA,1965,47.671
South Asia,SAS,1975,285677.635
Sudan,SDN,1962,1485.135
Suriname,SUR,2011,1950
Slovenia,SVN,1998,15500
Sweden,SWE,1993,56510
Eswatini,SWZ,2007,1040
Seychelles,SYC,1994,210
Seychelles,SYC,2007,650
Middle East & North Africa (IDA & IBRD countries),TMN,1994,664530
Middle East & North Africa (IDA & IBRD countries),TMN,1998,730960
Tonga,TON,2017,180
Uganda,UGA,1993,820
Ukraine,UKR,1997,328250
Uruguay,URY,1971,5808.528
United States,USA,2018,4981300
"Venezuela, RB",VEN,1963,56204.109
Vietnam,VNM,2016,223870
Aruba,ABW,2013,
Africa Eastern and Southern,AFE,2001,397075.660289217
Afghanistan,AFG,1974,1917.841
United Arab Emirates,ARE,1973,30630.451
Australia,AUS,1982,234119.615
Austria,AUT,1995,61180
Austria,AUT,2012,65110
Belgium,BEL,1977,126570.172
Benin,BEN,1994,400
Burkina Faso,BFA,1964,110.01
Bangladesh,BGD,2011,54420
Bulgaria,BGR,1970,61238.9
Bahrain,BHR,1996,14170
"Bahamas, The",BHS,2017,2150
Belarus,BLR,1982,
Belarus,BLR,1988,
Belize,BLZ,1961,36.67
Bolivia,BOL,1967,1892.172
Brunei Darussalam,BRN,1975,7080.977
Brunei Darussalam,BRN,1993,3870
Bhutan,BTN,1976,3.667
Botswana,BWA,1995,3190
Central Europe and the Baltics,CEB,2008,740540
China,CHN,1999,3149200
Cameroon,CMR,1997,6590
"Congo, Rep.",COG,1998,3230
Cabo Verde,CPV,1973,62.339
Caribbean small states,CSS,1961,8804.467
Caribbean small states,CSS,1978,37091.705
Cyprus,CYP,1991,5070
Germany,DEU,2004,820830
Dominica,DMA,2019,
Denmark,DNK,1964,43189.926
Dominican Republic,DOM,1980,6457.587
Algeria,DZA,1999,77540
East Asia & Pacific,EAS,2009,11446424.057105
Europe & Central Asia,ECS,1983,10108792.8444037
Ecuador,ECU,2008,30280
"Egypt, Arab Rep.",EGY,1997,103960
Eritrea,ERI,1974,
European Union,EUU,1974,3600834.64347697
"Micronesia, Fed. Sts.",FSM,2017,170
Georgia,GEO,1967,
Gibraltar,GIB,1982,22.002
Greenland,GRL,1992,
High income,HIC,1992,11538398.5671777
Hungary,HUN,1981,86618.207
Indonesia,IDN,1992,170910
Isle of Man,IMN,1995,
Ireland,IRL,2020,
Iraq,IRQ,1998,81460
Cambodia,KHM,1998,1940
Lao PDR,LAO,2006,1640
Liberia,LBR,2008,540
Latvia,LVA,2017,7120
St. Martin (French part),MAF,1965,
Morocco,MAR,1985,17865.624
Moldova,MDA,1989,
Maldives,MDV,1997,340
Marshall Islands,MHL,1981,
Middle income,MIC,1965,4011122.26862249
Middle income,MIC,2018,21177938.6673191
Mali,MLI,2009,2510
Malta,MLT,1969,652.726
Malaysia,MYS,2011,201670
Norway,NOR,1970,28012.213
Nauru,NRU,2012,40
Pakistan,PAK,1969,23993.181
Palau,PLW,1961,51.338
Papua New Guinea,PNG,1979,1796.83
Pre-demographic dividend,PRE,1961,31327.2220049522
Puerto Rico,PRI,2004,
Portugal,PRT,1976,22423.705
French Polynesia,PYF,1971,227.354
Russian Federation,RUS,2017,1557190
El Salvador,SLV,1988,2471.558
Somalia,SOM,1968,154.014
Sweden,SWE,1965,62628.693
Eswatini,SWZ,2016,1230
Turks and Caicos Islands,TCA,1975,
Turks and Caicos Islands,TCA,1987,
Turks and Caicos Islands,TCA,2010,
East Asia & Pacific (IDA & IBRD countries),TEA,1971,1014388.36976223
Togo,TGO,2002,1340
Sub-Saharan Africa (IDA & IBRD countries),TSS,2011,713356.837743714
Trinidad and Tobago,TTO,1992,11930
Tunisia,TUN,2006,24070
Tunisia,TUN,2009,25090
United States,USA,1962,2987207.873
Uzbekistan,UZB,2010,122560
British Virgin Islands,VGB,1973,25.669
British Virgin Islands,VGB,1996,
Albania,ALB,2006,4050
Andorra,AND,1993,410
Arab World,ARB,1964,99992.697977505
Burkina Faso,BFA,1974,205.352
Bosnia and Herzegovina,BIH,1994,3160
Belarus,BLR,1984,
Belize,BLZ,2008,500
Bolivia,BOL,1992,6820
Bolivia,BOL,2011,16450
Brunei Darussalam,BRN,1962,370.367
Brunei Darussalam,BRN,1963,355.699
Central African Republic,CAF,2003,240
Colombia,COL,1979,44433.039
Comoros,COM,1991,70
Cabo Verde,CPV,1980,121.011
Cabo Verde,CPV,1992,110
Caribbean small states,CSS,1974,29482.68
Cuba,CUB,1965,14609.328
Cayman Islands,CYM,1977,69.673
East Asia & Pacific,EAS,1979,3328648.29858783
Europe & Central Asia,ECS,1962,5280550.62155034
Europe & Central Asia,ECS,2002,6509151.1227404
Europe & Central Asia,ECS,2004,6730269.97406904
"Egypt, Arab Rep.",EGY,1994,86430
Euro area,EMU,2014,2208030
France,FRA,2019,
Faroe Islands,FRO,2008,
"Micronesia, Fed. Sts.",FSM,1968,
Guinea,GIN,1970,792.072
Guinea-Bissau,GNB,1969,58.672
Guinea-Bissau,GNB,2015,280
Guatemala,GTM,1967,1983.847
Guam,GUM,1978,
Heavily indebted poor countries (HIPC),HPC,1963,21924.4303420286
IDA blend,IDB,1975,154403.006489589
"Iran, Islamic Rep.",IRN,1965,53765.554
Iceland,ISL,1998,2150
Lao PDR,LAO,2014,4420
Least developed countries: UN classification,LDC,2001,115558.462220333
Low income,LIC,1990,190153.091954135
Liechtenstein,LIE,1995,200
Low & middle income,LMY,1962,3396345.16345179
Morocco,MAR,1984,17814.286
Maldives,MDV,1973,3.667
Malta,MLT,1975,667.394
Mongolia,MNG,1989,10568.294
Mozambique,MOZ,1977,2713.58
Mozambique,MOZ,2009,2510
Mauritius,MUS,1981,542.716
Mauritius,MUS,1995,1550
Namibia,NAM,2016,4360
Netherlands,NLD,2008,165390
Nepal,NPL,1983,495.045
Nepal,NPL,2010,4640
Nepal,NPL,2016,9340
Pakistan,PAK,1961,14656.999
Panama,PAN,1978,2841.925
Palau,PLW,1973,176.016
Palau,PLW,2010,210
Papua New Guinea,PNG,2013,5230
Post-demographic dividend,PST,2003,12425018.0904112
Qatar,QAT,1991,14610
Senegal,SEN,1978,2629.239
Somalia,SOM,1993,640
Somalia,SOM,2002,570
Sub-Saharan Africa (excluding high income),SSA,1964,157400.001203566
South Sudan,SSD,2012,1420
Small states,SST,2007,191450.71283374
Slovenia,SVN,1995,14470
Sint Maarten (Dutch part),SXM,1983,
Chad,TCD,2004,770
East Asia & Pacific (IDA & IBRD countries),TEA,1975,1309547.51352063
Turkmenistan,TKM,2006,49730
Tonga,TON,2014,110
South Asia (IDA & IBRD),TSA,2013,2203550
Sub-Saharan Africa (IDA & IBRD countries),TSS,1966,178268.580772068
Trinidad and Tobago,TTO,1999,14210
Tunisia,TUN,1983,11305.361
Tuvalu,TUV,1960,
Tanzania,TZA,1997,2890
Uganda,UGA,1986,704.064
Ukraine,UKR,2007,312140
Upper middle income,UMC,1999,6945543.58183093
United States,USA,1965,3390922.571
World,WLD,1973,17582029.2044394
Kosovo,XKX,1969,
"Yemen, Rep.",YEM,1962,69.673
"Yemen, Rep.",YEM,2002,15140
Zimbabwe,ZWE,1982,8811.801
Afghanistan,AFG,2003,1350
Africa Western and Central,AFW,1961,9376.519
Bangladesh,BGD,1987,11862.745
Bahrain,BHR,2004,17930
Belarus,BLR,1999,54980
Belize,BLZ,1978,216.353
Belize,BLZ,2015,660
Bermuda,BMU,1998,
Barbados,BRB,2006,1470
Central African Republic,CAF,1983,146.68
Canada,CAN,1972,381136.979
Channel Islands,CHI,1978,
Channel Islands,CHI,2006,
Chile,CHL,2020,
Cameroon,CMR,1967,458.375
Ecuador,ECU,2018,39530
Ecuador,ECU,2019,
"Egypt, Arab Rep.",EGY,1983,57091.523
Euro area,EMU,1989,
Spain,ESP,2020,
Ethiopia,ETH,1974,1738.158
Fiji,FJI,1972,579.386
Georgia,GEO,2008,4840
Guinea-Bissau,GNB,1996,180
Greece,GRC,2017,66800
"Hong Kong SAR, China",HKG,1968,6204.564
"Hong Kong SAR, China",HKG,1969,7759.372
Honduras,HND,1985,1906.84
Heavily indebted poor countries (HIPC),HPC,1974,51856.718913946
Heavily indebted poor countries (HIPC),HPC,1998,75730
Croatia,HRV,2000,18050
Israel,ISR,1974,19446.101
Israel,ISR,2012,76060
Italy,ITA,1962,146456.313
Italy,ITA,1983,361364.515
Cambodia,KHM,1968,491.378
Lebanon,LBN,1964,3267.297
Late-demographic dividend,LTE,2012,13992356.8476601
Latvia,LVA,2002,7350
Latvia,LVA,2016,7150
St. Martin (French part),MAF,1997,
St. Martin (French part),MAF,2005,
Madagascar,MDG,1992,960
Maldives,MDV,1969,
Mali,MLI,2010,2780
Myanmar,MMR,1965,2728.248
Middle East & North Africa (excluding high income),MNA,2013,1350387.74359407
Montenegro,MNE,1986,
Mauritius,MUS,1978,630.724
Niger,NER,2019,
Nigeria,NGA,2011,102090
Nepal,NPL,1982,443.707
New Zealand,NZL,2020,
Papua New Guinea,PNG,1978,1675.819
Poland,POL,1998,318410
Pre-demographic dividend,PRE,1960,29368.2395862645
Puerto Rico,PRI,1993,
"Korea, Dem. People's Rep.",PRK,1992,104700
Sudan,SDN,1983,3909.022
Slovenia,SVN,2010,15810
Slovenia,SVN,2015,13170
Sweden,SWE,1989,55533.048
Sweden,SWE,2008,46150
Eswatini,SWZ,1994,1040
Eswatini,SWZ,2014,960
Seychelles,SYC,2000,580
Seychelles,SYC,2019,
Syrian Arab Republic,SYR,2008,64060
Chad,TCD,1982,205.352
Europe & Central Asia (IDA & IBRD countries),TEC,1976,5806568.69492705
Europe & Central Asia (IDA & IBRD countries),TEC,1991,4269402.96489363
Thailand,THA,1999,162500
Tajikistan,TJK,1965,
Middle East & North Africa (IDA & IBRD countries),TMN,1988,530237.199
Tonga,TON,1998,100
Trinidad and Tobago,TTO,2006,22220
Trinidad and Tobago,TTO,2020,
Ukraine,UKR,2000,297380
Uruguay,URY,1973,5775.525
British Virgin Islands,VGB,1962,3.667
Vietnam,VNM,1965,8250.75
Vanuatu,VUT,2006,70
South Africa,ZAF,1966,128356.001
South Africa,ZAF,2017,435140
Zimbabwe,ZWE,1978,9295.845
Aruba,ABW,1993,
American Samoa,ASM,1995,
Austria,AUT,1986,54080.916
Austria,AUT,2003,74460
Azerbaijan,AZE,1991,67030
Burkina Faso,BFA,2015,3400
Burkina Faso,BFA,2020,
Bulgaria,BGR,2018,41130
Bolivia,BOL,2005,10070
Central Europe and the Baltics,CEB,1997,807530
"Congo, Dem. Rep.",COD,2003,1070
Curacao,CUW,1973,
Curacao,CUW,1988,
Germany,DEU,2000,830080
Dominica,DMA,1978,25.669
Denmark,DNK,1989,48785.768
Dominican Republic,DOM,1992,9620
Dominican Republic,DOM,2007,20580
Ecuador,ECU,1984,21257.599
Euro area,EMU,1972,
European Union,EUU,1977,3811572.37742716
France,FRA,1966,347235.564
Georgia,GEO,2002,2960
Guinea-Bissau,GNB,2004,210
Greece,GRC,1961,9823.893
High income,HIC,1993,11643317.7439626
"Hong Kong SAR, China",HKG,2000,
Honduras,HND,1989,2728.248
Hungary,HUN,1977,83204.23
IBRD only,IBD,1980,9075374.75762466
IDA total,IDA,2006,627789.923400913
Indonesia,IDN,1995,222840
IDA only,IDX,1965,73797.1304230296
India,IND,2019,
Iraq,IRQ,2015,162190
Kenya,KEN,1964,2827.257
Cambodia,KHM,1984,410.704
Kiribati,KIR,1980,29.336
Lao PDR,LAO,1968,168.682
Lao PDR,LAO,1970,572.052
Latin America & Caribbean,LCN,1981,883057.582902461
Sri Lanka,LKA,1974,2933.6
Lesotho,LSO,1996,1640
Malta,MLT,1965,473.043
Mongolia,MNG,1998,8550
New Caledonia,NCL,1995,
Niger,NER,2017,2070
Netherlands,NLD,2002,167500
Nepal,NPL,1997,2190
Nauru,NRU,2019,
Other small states,OSS,1982,73835.7213724713
Peru,PER,1981,24103.191
Post-demographic dividend,PST,1973,10853271.720965
Post-demographic dividend,PST,1975,10206919.5903427
Qatar,QAT,1985,12405.461
Qatar,QAT,2001,23490
Romania,ROU,1962,63879.14
Russian Federation,RUS,2005,1530850
South Asia,SAS,1963,194459.307256458
Sudan,SDN,1981,3641.331
Sudan,SDN,2002,7540
Sudan,SDN,2006,12440
Singapore,SGP,1978,33164.348
Serbia,SRB,1990,61910
Sub-Saharan Africa (excluding high income),SSA,1979,366340.370559051
South Sudan,SSD,1981,
Suriname,SUR,1972,1745.492
Syrian Arab Republic,SYR,1993,30760
East Asia & Pacific (IDA & IBRD countries),TEA,1990,2548192.68320844
Thailand,THA,1995,154760
Tajikistan,TJK,2014,4470
Latin America & the Caribbean (IDA & IBRD countries),TLA,2014,1730430
Timor-Leste,TLS,1977,
Tuvalu,TUV,1985,
Tuvalu,TUV,1987,
Uganda,UGA,2015,4860
Upper middle income,UMC,1982,7304014.21254446
Upper middle income,UMC,2002,7834672.66511204
United States,USA,1963,3119230.874
Vietnam,VNM,2008,117620
Aruba,ABW,1972,14055.611
Aruba,ABW,1982,11180.683
Albania,ALB,1961,2280.874
Austria,AUT,2013,65750
Burundi,BDI,2001,210
Belarus,BLR,1966,
Bermuda,BMU,2019,
Brunei Darussalam,BRN,2006,7220
Canada,CAN,1967,281896.958
Canada,CAN,1991,412930
Central Europe and the Baltics,CEB,1989,1192664.62813154
Costa Rica,CRI,1994,4850
Cuba,CUB,1997,27400
Curacao,CUW,1979,
Cyprus,CYP,1970,1705.155
Czech Republic,CZE,1960,
Germany,DEU,1996,902750
Algeria,DZA,1968,9061.157
Europe & Central Asia,ECS,2012,6516141.96473289
Spain,ESP,1964,64410.855
Estonia,EST,1976,
Ethiopia,ETH,1988,2673.243
Finland,FIN,1983,41576.446
Finland,FIN,2001,61090
Fiji,FJI,2016,1740
Faroe Islands,FRO,1993,
Faroe Islands,FRO,1997,
Ghana,GHA,2010,11150
Guinea,GIN,2005,1840
Guam,GUM,1973,
Guam,GUM,2004,
Guyana,GUY,1972,1562.142
Haiti,HTI,1966,304.361
Haiti,HTI,1973,421.705
Haiti,HTI,1994,190
Hungary,HUN,2019,
IDA total,IDA,1970,220832.255624925
Indonesia,IDN,2010,416940
IDA only,IDX,2003,195871.361975921
Isle of Man,IMN,1998,
Isle of Man,IMN,2001,
"Iran, Islamic Rep.",IRN,1985,160768.614
Iraq,IRQ,2006,83890
Iraq,IRQ,2018,188140
Italy,ITA,2016,333340
Kyrgyz Republic,KGZ,1980,
St. Kitts and Nevis,KNA,1987,55.005
Lesotho,LSO,1973,
St. Martin (French part),MAF,1976,
Morocco,MAR,1986,18881.383
Moldova,MDA,1964,
Moldova,MDA,2020,
Madagascar,MDG,1971,1026.76
Madagascar,MDG,1973,1074.431
Middle East & North Africa,MEA,1961,105216.515658862
Middle income,MIC,2009,16247340.5447804
Malaysia,MYS,1992,68870
New Caledonia,NCL,1968,1840.834
Netherlands,NLD,1996,173920
Norway,NOR,1973,30524.108
Other small states,OSS,1995,79672.4260965832
Other small states,OSS,2018,197072.552738607
Panama,PAN,2003,5530
Palau,PLW,1996,200
Poland,POL,2000,295710
Puerto Rico,PRI,1989,
Paraguay,PRY,2011,5220
Pacific island small states,PSS,1999,1930
Romania,ROU,1987,212165.286
Rwanda,RWA,1993,480
Rwanda,RWA,2000,520
South Asia,SAS,2012,2145490
Somalia,SOM,1986,924.084
Serbia,SRB,2005,51510
Sint Maarten (Dutch part),SXM,2014,
Tajikistan,TJK,2006,2670
Tajikistan,TJK,2008,3030
Middle East & North Africa (IDA & IBRD countries),TMN,2006,1072240
Trinidad and Tobago,TTO,2005,19670
Tuvalu,TUV,1981,
Tanzania,TZA,1963,803.073
Tanzania,TZA,1994,1910
Upper middle income,UMC,1993,6652312.60263483
Uruguay,URY,1975,5969.876
Uruguay,URY,2005,5410
"Venezuela, RB",VEN,1994,110330
Kosovo,XKX,2002,
Kosovo,XKX,2017,
Aruba,ABW,1975,10234.597
Afghanistan,AFG,1996,1180
Albania,ALB,2013,4790
United Arab Emirates,ARE,1965,22.002
Burkina Faso,BFA,2018,4270
"Bahamas, The",BHS,2015,2370
Belarus,BLR,1993,76240
Belize,BLZ,2009,1460
Bolivia,BOL,1971,3061.945
Brazil,BRA,1983,166632.147
Canada,CAN,1981,430003.421
Switzerland,CHE,1984,39174.561
Switzerland,CHE,1989,39467.921
Cuba,CUB,1978,30689.123
Cayman Islands,CYM,1960,11.001
Germany,DEU,2013,777630
Djibouti,DJI,1967,88.008
Denmark,DNK,1981,51789.041
Algeria,DZA,2006,93750
Europe & Central Asia (excluding high income),ECA,1968,3705231.65354277
Estonia,EST,1966,
France,FRA,1970,439013.24
United Kingdom,GBR,2015,400370
Greece,GRC,1960,9405.855
Greenland,GRL,1977,722.399
Guatemala,GTM,1972,2709.913
Guatemala,GTM,2015,16340
High income,HIC,2008,13237467.563315
"Hong Kong SAR, China",HKG,1963,4250.053
Indonesia,IDN,1999,278990
Indonesia,IDN,2007,379980
Ireland,IRL,2013,35720
Iceland,ISL,1973,1752.826
Iceland,ISL,2005,2290
Italy,ITA,2014,327490
Jordan,JOR,2010,20200
Japan,JPN,2015,1181500
Kuwait,KWT,1966,35151.862
Kuwait,KWT,2001,50820
Liberia,LBR,2002,450
Liechtenstein,LIE,1970,
Liechtenstein,LIE,1971,
Luxembourg,LUX,1998,7590
Middle East & North Africa,MEA,1991,914400.208207602
North Macedonia,MKD,1975,
Mali,MLI,1990,420
Myanmar,MMR,1990,4190
Montenegro,MNE,1969,
Montenegro,MNE,2002,0
Mongolia,MNG,1984,6450.253
Nigeria,NGA,1974,62291.329
Netherlands,NLD,2005,167970
Netherlands,NLD,2012,157520
Poland,POL,1969,293653.36
"Korea, Dem. People's Rep.",PRK,2005,77590
Portugal,PRT,2017,53330
West Bank and Gaza,PSE,1964,
French Polynesia,PYF,1989,542.716
French Polynesia,PYF,1994,
Sudan,SDN,1980,3747.674
Sub-Saharan Africa (excluding high income),SSA,2004,605877.488028473
Small states,SST,1990,116102.94609287
Sao Tome and Principe,STP,2016,120
Sint Maarten (Dutch part),SXM,2017,
Togo,TGO,1983,546.383
Tajikistan,TJK,2003,2170
Tajikistan,TJK,2009,2390
Turkmenistan,TKM,2003,44410
Latin America & the Caribbean (IDA & IBRD countries),TLA,2017,1656490
Timor-Leste,TLS,2018,640
Tonga,TON,1964,11.001
Turkey,TUR,1973,59486.074
Upper middle income,UMC,1983,7464968.96996646
Uzbekistan,UZB,1983,
St. Vincent and the Grenadines,VCT,1983,47.671
"Venezuela, RB",VEN,2003,138100
Kosovo,XKX,1987,
South Africa,ZAF,2015,424880
Aruba,ABW,1987,447.374
Africa Eastern and Southern,AFE,2017,601323.394690938
Africa Western and Central,AFW,2004,141040
United Arab Emirates,ARE,1985,49926.205
Armenia,ARM,1974,
Armenia,ARM,1985,
American Samoa,ASM,1976,
Austria,AUT,2001,67910
Benin,BEN,1982,491.378
Benin,BEN,2009,4700
Belize,BLZ,2016,650
Brunei Darussalam,BRN,2018,7140
"Congo, Dem. Rep.",COD,1986,3377.307
"Congo, Dem. Rep.",COD,1993,1430
"Congo, Rep.",COG,1971,685.729
Cabo Verde,CPV,1977,80.674
Costa Rica,CRI,1984,2002.182
Caribbean small states,CSS,2009,48680
Cayman Islands,CYM,1995,
Cyprus,CYP,1977,2669.576
Dominican Republic,DOM,2016,24460
East Asia & Pacific,EAS,1965,1177370.21190644
Europe & Central Asia,ECS,2006,6844736.25562898
Estonia,EST,2008,18290
Fragile and conflict affected situations,FCS,1982,365296.016406367
France,FRA,1969,413259.899
"Micronesia, Fed. Sts.",FSM,1978,
Guinea-Bissau,GNB,1981,143.013
Guam,GUM,1979,
Haiti,HTI,2018,3330
Jamaica,JAM,1984,5144.801
Jamaica,JAM,1998,9720
Kiribati,KIR,1969,11.001
Kuwait,KWT,1967,25441.646
Latin America & Caribbean (excluding high income),LAC,1999,1007260
Lebanon,LBN,2015,27050
Latvia,LVA,2019,
Morocco,MAR,2019,
Middle East & North Africa,MEA,2012,2307912.89576013
Marshall Islands,MHL,2014,150
Myanmar,MMR,1976,4899.112
Middle East & North Africa (excluding high income),MNA,1960,81126.4819472569
Montenegro,MNE,2013,2270
Malawi,MWI,2001,880
Oman,OMN,1982,5735.188
Panama,PAN,1988,2929.933
Peru,PER,1982,23670.485
Philippines,PHL,1992,43730
Palau,PLW,1986,161.348
"Korea, Dem. People's Rep.",PRK,2004,74320
Post-demographic dividend,PST,2006,12396524.7038996
Romania,ROU,1975,162257.416
Saudi Arabia,SAU,2014,536810
Sudan,SDN,1998,4710
Senegal,SEN,1980,3351.638
Senegal,SEN,1992,2570
Sierra Leone,SLE,1999,150
San Marino,SMR,2012,
Serbia,SRB,1972,
Sub-Saharan Africa,SSF,1960,126346.100025262
Small states,SST,2015,228390.998312834
Sao Tome and Principe,STP,1969,14.668
Suriname,SUR,1994,2040
Togo,TGO,1972,399.703
Middle East & North Africa (IDA & IBRD countries),TMN,2004,933010
Sub-Saharan Africa (IDA & IBRD countries),TSS,1992,411288.744043898
Trinidad and Tobago,TTO,1989,16142.134
Tunisia,TUN,1974,5397.824
Tunisia,TUN,2018,29980
Ukraine,UKR,1968,
United States,USA,2003,5659630
St. Vincent and the Grenadines,VCT,1978,36.67
World,WLD,2020,
Africa Eastern and Southern,AFE,2005,468365.697902131
American Samoa,ASM,2011,
American Samoa,ASM,2019,
Belgium,BEL,1986,102874.018
Bahrain,BHR,1976,6574.931
Belarus,BLR,2014,59470
Belize,BLZ,2004,440
Bermuda,BMU,1981,388.702
Canada,CAN,1961,194182.318
Central Europe and the Baltics,CEB,1983,1195116.928678
Chile,CHL,1982,20615.874
Colombia,COL,1982,45914.507
Costa Rica,CRI,1968,1037.761
Cuba,CUB,2007,27200
Cuba,CUB,2011,28540
Curacao,CUW,1989,
